credential_code,STEM_ind,similar_credential_code,similar_STEM_ind,similarity,similarity_group
DESIGN-0-1-7,0,COM-0-1-1,0,0.8351168036460876,Very Low
DESIGN-25-1-7,0,ART-2-1-1,0,0.8781601786613464,Mid
DESIGN-25-1-7,0,ART-0-1-4,0,0.8771508932113647,Mid
DESIGN-25-1-7,0,HCDE-5-1-6,1,0.8738821148872375,Mid
DESIGN-25-1-7,0,HCDE-15-1-6,1,0.8721161484718323,Mid
DESIGN-25-1-7,0,ART-60-1-1,0,0.8716646432876587,Mid
DESIGN-25-1-7,0,HCDE-0-1-6,1,0.87119060754776,Mid
DESIGN-25-1-7,0,IND E-20-1-6,1,0.868235170841217,Mid
DESIGN-25-1-7,0,ARCHST-50-1-1,0,0.8632205128669739,Mid
DESIGN-25-1-7,0,IND E-0-1-6,1,0.8610772490501404,Mid
DESIGN-25-1-7,0,E E-0-1-6,1,0.8467192053794861,Very Low
DESIGN-25-1-7,0,ARCHST-0-1-1,0,0.845986008644104,Very Low
DESIGN-25-1-7,0,ARCH-0-1-1,0,0.845935583114624,Very Low
DESIGN-25-1-7,0,M E-0-1-6,1,0.843748927116394,Very Low
DESIGN-25-1-7,0,ECENG-0-1-6,1,0.8395691514015198,Very Low
DESIGN-25-1-7,0,INFO-0-1-6,1,0.8356882929801941,Very Low
DESIGN-32-1-7,0,ART-95-1-4,0,0.8717502951622009,Mid
DESIGN-32-1-7,0,HCDE-5-1-6,1,0.8679031729698181,Mid
DESIGN-32-1-7,0,HCDE-15-1-6,1,0.867746889591217,Mid
DESIGN-32-1-7,0,HCDE-0-1-6,1,0.8648796081542969,Mid
DESIGN-32-1-7,0,ART-0-1-4,0,0.8641843795776367,Mid
DESIGN-32-1-7,0,INFO-0-1-6,1,0.8604440093040466,Low
DESIGN-32-1-7,0,ART-2-1-1,0,0.8536491990089417,Low
DESIGN-32-1-7,0,INFO-10-1-6,1,0.8524202108383179,Low
DESIGN-32-1-7,0,INFO-30-1-6,1,0.8490294814109802,Low
DESIGN-32-1-7,0,L ARCH-0-1-7,0,0.8428412079811096,Very Low
DESIGN-32-1-7,0,ARCHST-0-1-1,0,0.8357287645339966,Very Low
DESIGN-32-1-7,0,ARCH-0-1-1,0,0.832165539264679,Very Low
DESIGN-32-1-7,0,ECO-0-1-1,0,0.8296329975128174,Very Low
DESIGN-32-1-7,0,COM-0-1-1,0,0.8284246325492859,Very Low
DESIGN-32-1-7,0,EDST-0-1-1,0,0.8215267658233643,Very Low
DESIGN-5-1-7,0,HCDE-5-1-6,1,0.896167516708374,High
DESIGN-5-1-7,0,HCDE-15-1-6,1,0.8953251242637634,High
DESIGN-5-1-7,0,HCDE-0-1-6,1,0.8923813104629517,High
DESIGN-5-1-7,0,ART-0-1-1,0,0.8786012530326843,Mid
DESIGN-5-1-7,0,ART-95-1-4,0,0.8737228512763977,Mid
DESIGN-5-1-7,0,ART-2-1-1,0,0.872044563293457,Mid
DESIGN-5-1-7,0,INFO-20-1-6,1,0.8676904439926147,Mid
DESIGN-5-1-7,0,INFO-0-1-6,1,0.8644741773605347,Mid
DESIGN-5-1-7,0,ART-60-1-4,0,0.8616210222244263,Mid
DESIGN-5-1-7,0,ARCH-0-1-1,0,0.8489739298820496,Low
DESIGN-5-1-7,0,L ARCH-0-1-7,0,0.8477988839149475,Low
DESIGN-5-1-7,0,ARCHST-0-1-1,0,0.8457893133163452,Very Low
DESIGN-5-1-7,0,C SCI-0-1-5,1,0.8388981223106384,Very Low
DESIGN-5-1-7,0,ECO-0-1-1,0,0.8374128341674805,Very Low
DESIGN-5-1-7,0,E E-0-1-6,1,0.8366945385932922,Very Low
DRAMA-0-1-1,0,ART-60-1-4,0,0.8601756691932678,Low
DRAMA-0-1-1,0,ENGL-0-1-1,0,0.8595104217529297,Low
DRAMA-0-1-1,0,ENGL-20-1-1,0,0.859085738658905,Low
DRAMA-0-1-1,0,ART-95-1-4,0,0.8570275902748108,Low
DRAMA-0-1-1,0,CMS-0-1-1,0,0.8554948568344116,Low
DRAMA-0-1-1,0,DANCE-0-1-1,0,0.8546687960624695,Low
DRAMA-0-1-1,0,MUSIC-40-1-8,0,0.8544313907623291,Low
DRAMA-0-1-1,0,MUSIC-30-1-1,0,0.8543524742126465,Low
DRAMA-0-1-1,0,MUSIC-0-1-1,0,0.8517357707023621,Low
DRAMA-0-1-1,0,MUSAP-0-1-1,0,0.8477247953414917,Low
DRAMA-0-1-1,0,KOREAN-0-1-1,0,0.8476768732070923,Low
DRAMA-0-1-1,0,NORW-0-1-1,0,0.8434109091758728,Very Low
DRAMA-0-1-1,0,HIST-0-1-1,0,0.8414717316627502,Very Low
DRAMA-60-1-1,0,ART-60-1-1,0,0.8596578240394592,Low
DRAMA-60-1-1,0,ART-95-1-4,0,0.8585929870605469,Low
DRAMA-60-1-1,0,ENGL-20-1-1,0,0.8583574891090393,Low
DRAMA-60-1-1,0,ENGL-0-1-1,0,0.8581553101539612,Low
DRAMA-60-1-1,0,MUSIC-30-1-1,0,0.8556089401245117,Low
DRAMA-60-1-1,0,CMS-0-1-1,0,0.8554241061210632,Low
DRAMA-60-1-1,0,MUSAP-60-1-8,0,0.8550513386726379,Low
DRAMA-60-1-1,0,DANCE-0-1-1,0,0.853871762752533,Low
DRAMA-60-1-1,0,MUSIC-0-1-1,0,0.8532093167304993,Low
DRAMA-60-1-1,0,MUSAP-0-1-1,0,0.8486318588256836,Low
DRAMA-60-1-1,0,KOREAN-0-1-1,0,0.8463180065155029,Very Low
DRAMA-60-1-1,0,NORW-0-1-1,0,0.8418371677398682,Very Low
DRAMA-60-1-1,0,ART-0-1-1,0,0.840727686882019,Very Low
DRAMA-70-1-1,0,ART-60-1-1,0,0.866301953792572,Mid
DRAMA-70-1-1,0,ART-95-1-4,0,0.8641069531440735,Mid
DRAMA-70-1-1,0,ENGL-20-1-1,0,0.8585883378982544,Low
DRAMA-70-1-1,0,ENGL-0-1-1,0,0.8567744493484497,Low
DRAMA-70-1-1,0,MUSIC-30-1-1,0,0.8556175827980042,Low
DRAMA-70-1-1,0,MUSIC-40-1-8,0,0.8552121520042419,Low
DRAMA-70-1-1,0,DANCE-0-1-1,0,0.8550945520401001,Low
DRAMA-70-1-1,0,MUSIC-60-1-1,0,0.8545708060264587,Low
DRAMA-70-1-1,0,CMS-0-1-1,0,0.8523853421211243,Low
DRAMA-70-1-1,0,MUSIC-0-1-1,0,0.8522334694862366,Low
DRAMA-70-1-1,0,ART-0-1-4,0,0.8498907685279846,Low
DRAMA-70-1-1,0,MUSAP-0-1-8,0,0.8465307354927063,Very Low
DRAMA-70-1-1,0,KOREAN-0-1-1,0,0.8455027937889099,Very Low
E E-0-1-6,1,ECENG-0-1-6,1,0.967312216758728,High
E E-0-1-6,1,CMP E-0-1-6,1,0.8883838653564453,High
E E-0-1-6,1,M E-60-1-6,1,0.8823273777961731,High
E E-0-1-6,1,PHYS-1-1-5,1,0.881229043006897,High
E E-0-1-6,1,M E-0-1-6,1,0.8697999119758606,Mid
E E-0-1-6,1,M E-5-1-6,1,0.8667427897453308,Mid
E E-0-1-6,1,IND E-20-1-6,1,0.8642798066139221,Mid
E E-0-1-6,1,IND E-0-1-6,1,0.8560374975204468,Low
E E-0-1-6,1,HCDE-5-1-6,1,0.8543908596038818,Low
E E-0-1-6,1,C SCI-0-1-5,1,0.8536229729652405,Low
E E-0-1-6,1,HCDE-0-1-6,1,0.8533203601837158,Low
E E-0-1-6,1,PHYS-0-1-5,1,0.8524039387702942,Low
E E-0-1-6,1,CHEM E-0-1-6,1,0.8516051173210144,Low
E E-0-1-6,1,CIV E-0-1-6,1,0.8515892624855042,Low
E E-0-1-6,1,INT EN-0-1-5,1,0.8449143767356873,Very Low
E E-60-1-6,1,ECENG-0-1-6,1,0.8821715116500854,High
E E-60-1-6,1,M E-60-1-6,1,0.8568897843360901,Low
E E-60-1-6,1,PHYS-1-1-5,1,0.853343665599823,Low
E E-60-1-6,1,PHYS-0-1-5,1,0.8528107404708862,Low
E E-60-1-6,1,CHEM E-5-1-6,1,0.8524461984634399,Low
E E-60-1-6,1,CHEM E-0-1-6,1,0.8517062067985535,Low
E E-60-1-6,1,M E-5-1-6,1,0.850054919719696,Low
E E-60-1-6,1,MS E-70-1-6,1,0.8499500155448914,Low
E E-60-1-6,1,BIOEN-40-1-6,1,0.8480265736579895,Low
E E-60-1-6,1,M E-0-1-6,1,0.8471382260322571,Low
E E-60-1-6,1,BIOEN-0-1-6,1,0.8337942957878113,Very Low
E E-60-1-6,1,MS E-0-1-6,1,0.8335856199264526,Very Low
E E-60-1-6,1,INT EN-0-1-5,1,0.826382040977478,Very Low
E E-60-1-6,1,HCDE-0-1-6,1,0.818785548210144,Very Low
E E-60-1-6,1,IND E-0-1-6,1,0.8187459111213684,Very Low
ECENG-0-1-6,1,E E-0-1-6,1,0.966794490814209,High
ECENG-0-1-6,1,CMP E-0-1-6,1,0.9146074056625366,High
ECENG-0-1-6,1,C SCI-0-1-5,1,0.8851494193077087,High
ECENG-0-1-6,1,C SCI-10-1-5,1,0.8824987411499023,High
ECENG-0-1-6,1,E E-60-1-6,1,0.8807962536811829,High
ECENG-0-1-6,1,IND E-20-1-6,1,0.8632685542106628,Mid
ECENG-0-1-6,1,PHYS-1-1-5,1,0.8591458201408386,Low
ECENG-0-1-6,1,M E-60-1-6,1,0.8575658798217773,Low
ECENG-0-1-6,1,HCDE-5-1-6,1,0.8572604060173035,Low
ECENG-0-1-6,1,HCDE-0-1-6,1,0.8563820719718933,Low
ECENG-0-1-6,1,IND E-0-1-6,1,0.8521400094032288,Low
ECENG-0-1-6,1,INT EN-0-1-5,1,0.8491469025611877,Low
ECENG-0-1-6,1,M E-0-1-6,1,0.8467729687690735,Very Low
ECENG-0-1-6,1,CIV E-0-1-6,1,0.8408190011978149,Very Low
ECENG-0-1-6,1,INFO-0-1-6,1,0.832694411277771,Very Low
ECFS-0-1-1,0,EDST-10-1-1,0,0.9631728529930116,High
ECFS-0-1-1,0,EDST-40-1-1,0,0.9261045455932616,High
ECFS-0-1-1,0,EDST-60-1-1,0,0.924501657485962,High
ECFS-0-1-1,0,EDST-0-1-1,0,0.9163751602172852,High
ECFS-0-1-1,0,EDST-20-1-1,0,0.9068573117256165,High
ECFS-0-1-1,0,EDST-30-1-1,0,0.8964329361915588,High
ECFS-0-1-1,0,EDST-50-1-1,0,0.8962088227272034,High
ECFS-0-1-1,0,ECO-0-1-1,0,0.8927508592605591,High
ECFS-0-1-1,0,CEP-0-1-1,0,0.8311319947242737,Very Low
ECFS-0-1-1,0,COM-0-1-1,0,0.8290829658508301,Very Low
ECFS-0-1-1,0,SOC WF-0-1-1,0,0.8264737725257874,Very Low
ECFS-0-1-1,0,INDIV-0-1-1,0,0.8263759016990662,Very Low
ECFS-0-1-1,0,PSYCH-0-1-1,1,0.8256367444992065,Very Low
ECFS-0-1-1,0,SIS-0-1-1,0,0.8236111402511597,Very Low
ECFS-10-1-1,0,EDST-10-1-1,0,0.9514926671981812,High
ECFS-10-1-1,0,EDST-60-1-1,0,0.9063748121261596,High
ECFS-10-1-1,0,EDST-0-1-1,0,0.9008890986442566,High
ECFS-10-1-1,0,EDST-40-1-1,0,0.8988082408905029,High
ECFS-10-1-1,0,EDST-20-1-1,0,0.8878070712089539,High
ECFS-10-1-1,0,ECO-0-1-1,0,0.8814117312431335,High
ECFS-10-1-1,0,EDST-50-1-1,0,0.8754377961158752,Mid
ECFS-10-1-1,0,EDST-30-1-1,0,0.870959997177124,Mid
ECFS-10-1-1,0,PSYCH-0-1-5,1,0.8299705982208252,Very Low
ECFS-10-1-1,0,SPHSC-0-1-5,0,0.8063352704048157,Very Low
ECFS-10-1-1,0,SOC WF-0-1-1,0,0.8053309321403503,Very Low
ECFS-10-1-1,0,CEP-0-1-1,0,0.805006742477417,Very Low
ECFS-10-1-1,0,COM-0-1-1,0,0.803931713104248,Very Low
ECFS-10-1-1,0,INDIV-0-1-5,0,0.8024622201919556,Very Low
ECO-0-1-1,0,EDST-20-1-1,0,0.9488311409950256,High
ECO-0-1-1,0,EDST-40-1-1,0,0.9448431730270386,High
ECO-0-1-1,0,EDST-0-1-1,0,0.9314184188842772,High
ECO-0-1-1,0,EDST-60-1-1,0,0.9278334975242616,High
ECO-0-1-1,0,EDST-10-1-1,0,0.92470383644104,High
ECO-0-1-1,0,EDST-30-1-1,0,0.9176113605499268,High
ECO-0-1-1,0,EDST-50-1-1,0,0.9167618155479432,High
ECO-0-1-1,0,ECFS-0-1-1,0,0.8967578411102295,High
ECO-0-1-1,0,CEP-0-1-1,0,0.8894193172454834,High
ECO-0-1-1,0,ENVIR-0-1-1,1,0.8854748606681824,High
ECO-0-1-1,0,SOC WF-0-1-1,0,0.8751818537712097,Mid
ECO-0-1-1,0,CHID-0-1-1,0,0.8650411367416382,Mid
ECO-0-1-1,0,GWSS-0-1-1,0,0.8633002042770386,Mid
ECO-0-1-1,0,INDIV-0-1-1,0,0.8622848987579346,Mid
ECO-0-1-1,0,SIS-0-1-1,0,0.8560265302658081,Low
ECON-0-1-1,1,STAT-40-1-5,1,0.8898303508758545,High
ECON-0-1-1,1,STAT-50-1-5,1,0.8871461153030396,High
ECON-0-1-1,1,STAT-0-1-5,1,0.8822280764579773,High
ECON-0-1-1,1,STAT-15-1-5,1,0.8744868636131287,Mid
ECON-0-1-1,1,ENTRE-0-1-2,0,0.8683285713195801,Mid
ECON-0-1-1,1,OSCM-0-1-2,0,0.8644318580627441,Mid
ECON-0-1-1,1,ACCTG-0-1-2,0,0.8612605333328247,Mid
ECON-0-1-1,1,B A-0-1-2,0,0.8604638576507568,Low
EDST-0-1-1,0,ECO-0-1-1,0,0.93204927444458,High
EDST-0-1-1,0,ECFS-0-1-1,0,0.9189332127571106,High
EDST-0-1-1,0,ECFS-10-1-1,0,0.9025955200195312,High
EDST-0-1-1,0,INDIV-0-1-5,0,0.8831763863563538,High
EDST-0-1-1,0,PSYCH-0-1-1,1,0.8831100463867188,High
EDST-0-1-1,0,CHID-0-1-1,0,0.8665148615837097,Mid
EDST-0-1-1,0,SIS-0-1-1,0,0.8647849559783936,Mid
EDST-0-1-1,0,COM-0-1-1,0,0.8624767065048218,Mid
EDST-0-1-1,0,PHIL-0-1-1,0,0.8574367761611938,Low
EDST-10-1-1,0,ECFS-0-1-1,0,0.962769627571106,High
EDST-10-1-1,0,ECFS-10-1-1,0,0.9514926671981812,High
EDST-10-1-1,0,ECO-0-1-1,0,0.9245839715003968,High
EDST-10-1-1,0,CHID-0-1-1,0,0.857117235660553,Low
EDST-10-1-1,0,INDIV-0-1-1,0,0.8563167452812195,Low
EDST-10-1-1,0,AES-0-1-1,0,0.8519628643989563,Low
EDST-10-1-1,0,PSYCH-0-1-1,1,0.8510199189186096,Low
EDST-10-1-1,0,COM-0-1-1,0,0.8439856171607971,Very Low
EDST-10-1-1,0,SIS-0-1-1,0,0.8429216742515564,Very Low
EDST-20-1-1,0,ECO-0-1-1,0,0.9478712677955629,High
EDST-20-1-1,0,ECFS-0-1-1,0,0.908256471157074,High
EDST-20-1-1,0,ECFS-10-1-1,0,0.8878070712089539,High
EDST-20-1-1,0,INDIV-0-1-5,0,0.883289098739624,High
EDST-20-1-1,0,AES-0-1-1,0,0.8792471289634705,Mid
EDST-20-1-1,0,SIS-0-1-1,0,0.8764981627464294,Mid
EDST-20-1-1,0,SOC-0-1-1,0,0.8751927614212036,Mid
EDST-20-1-1,0,CHID-0-1-1,0,0.8695062398910522,Mid
EDST-20-1-1,0,CEP-0-1-1,0,0.8680881857872009,Mid
EDST-20-1-1,0,SOC WF-0-1-1,0,0.8680269718170166,Mid
EDST-30-1-1,0,ECO-0-1-1,0,0.9182607531547546,High
EDST-30-1-1,0,ECFS-0-1-1,0,0.8986406326293945,High
EDST-30-1-1,0,ECFS-10-1-1,0,0.870959997177124,Mid
EDST-30-1-1,0,SOC-0-1-1,0,0.8669140338897705,Mid
EDST-30-1-1,0,AES-0-1-1,0,0.8607398271560669,Mid
EDST-30-1-1,0,WOMEN-0-1-1,0,0.8581602573394775,Low
EDST-30-1-1,0,INDIV-0-1-1,0,0.8564400672912598,Low
EDST-30-1-1,0,COM-0-1-1,0,0.854310929775238,Low
EDST-30-1-1,0,SIS-0-1-1,0,0.8531700372695923,Low
EDST-30-1-1,0,GWSS-0-1-1,0,0.8511331677436829,Low
EDST-40-1-1,0,ECO-0-1-1,0,0.9436874985694884,High
EDST-40-1-1,0,ECFS-0-1-1,0,0.9287670850753784,High
EDST-40-1-1,0,ECFS-10-1-1,0,0.8988082408905029,High
EDST-40-1-1,0,INDIV-0-1-5,0,0.8770787715911865,Mid
EDST-40-1-1,0,AES-0-1-1,0,0.8696171641349792,Mid
EDST-40-1-1,0,SOC-0-1-1,0,0.8682065010070801,Mid
EDST-40-1-1,0,SOC WF-0-1-1,0,0.8666078448295593,Mid
EDST-40-1-1,0,HIST-40-1-1,0,0.8638892769813538,Mid
EDST-40-1-1,0,CEP-0-1-1,0,0.8623738288879395,Mid
EDST-40-1-1,0,CHID-0-1-1,0,0.8621876835823059,Mid
EDST-40-1-1,0,COM-0-1-1,0,0.8607351183891296,Low
EDST-50-1-1,0,ECO-0-1-1,0,0.9175875186920166,High
EDST-50-1-1,0,INDIV-0-1-1,0,0.9029628038406372,High
EDST-50-1-1,0,ECFS-0-1-1,0,0.8985552787780762,High
EDST-50-1-1,0,KOREAN-0-1-1,0,0.8949753642082214,High
EDST-50-1-1,0,ENGL-0-1-1,0,0.8933449387550354,High
EDST-50-1-1,0,COM-0-1-1,0,0.8906721472740173,High
EDST-50-1-1,0,ENGL-20-1-1,0,0.8853410482406616,High
EDST-50-1-1,0,AES-0-1-1,0,0.8848146200180054,High
EDST-50-1-1,0,SIS-0-1-1,0,0.8788679838180542,Mid
EDST-50-1-1,0,CHID-0-1-1,0,0.877474308013916,Mid
EDST-60-1-1,0,ECO-0-1-1,0,0.928573727607727,High
EDST-60-1-1,0,ECFS-0-1-1,0,0.926480770111084,High
EDST-60-1-1,0,ECFS-10-1-1,0,0.9063748121261596,High
EDST-60-1-1,0,INDIV-0-1-5,0,0.8756706714630127,Mid
EDST-60-1-1,0,SOC WF-0-1-1,0,0.8692562580108643,Mid
EDST-60-1-1,0,COM-0-1-1,0,0.8674784898757935,Mid
EDST-60-1-1,0,PSYCH-0-1-5,1,0.8596956133842468,Low
EDST-60-1-1,0,CEP-0-1-1,0,0.8530343174934387,Low
EDST-60-1-1,0,INFO-0-1-6,1,0.8530081510543823,Low
ENGL-0-1-1,0,GLITS-0-1-1,0,0.9060588479042052,High
ENGL-0-1-1,0,CHIN-0-1-1,0,0.8997982740402222,High
ENGL-0-1-1,0,C LIT-30-1-1,0,0.8959221839904785,High
ENGL-0-1-1,0,GERMAN-0-1-1,0,0.8954964280128479,High
ENGL-0-1-1,0,KOREAN-0-1-1,0,0.8934576511383057,High
ENGL-0-1-1,0,EDST-50-1-1,0,0.8934145569801331,High
ENGL-0-1-1,0,HIST-60-1-1,0,0.8932331204414368,High
ENGL-0-1-1,0,GERMAN-1-1-1,0,0.8923413753509521,High
ENGL-0-1-1,0,HIST-0-1-1,0,0.8830783367156982,High
ENGL-0-1-1,0,NORW-0-1-1,0,0.8789588809013367,Mid
ENGL-0-1-1,0,GREEK-0-1-1,0,0.8778287768363953,Mid
ENGL-0-1-1,0,ASIALC-0-1-1,0,0.874961256980896,Mid
ENGL-0-1-1,0,COM-0-1-1,0,0.8729759454727173,Mid
ENGL-0-1-1,0,RUSS-0-1-1,0,0.8720025420188904,Mid
ENGL-20-1-1,0,CHIN-0-1-1,0,0.8959294557571411,High
ENGL-20-1-1,0,GLITS-0-1-1,0,0.8957691192626953,High
ENGL-20-1-1,0,KOREAN-0-1-1,0,0.8956122398376465,High
ENGL-20-1-1,0,EDST-50-1-1,0,0.8853410482406616,High
ENGL-20-1-1,0,GERMAN-0-1-1,0,0.8829134702682495,High
ENGL-20-1-1,0,HIST-60-1-1,0,0.8817797303199768,High
ENGL-20-1-1,0,GREEK-0-1-1,0,0.8808247447013855,High
ENGL-20-1-1,0,GERMAN-1-1-1,0,0.8796097040176392,Mid
ENGL-20-1-1,0,C LIT-30-1-1,0,0.8746563792228699,Mid
ENGL-20-1-1,0,HIST-0-1-1,0,0.8724990487098694,Mid
ENGL-20-1-1,0,ASIALC-0-1-1,0,0.869784414768219,Mid
ENGL-20-1-1,0,JAPAN-0-1-1,0,0.869296669960022,Mid
ENGL-20-1-1,0,NORW-0-1-1,0,0.868051290512085,Mid
ENGL-20-1-1,0,SPAN-0-1-1,0,0.8620004057884216,Mid
ENTRE-0-1-2,0,ECON-0-1-1,1,0.8690674304962158,Mid
ENTRE-0-1-2,0,POL S-70-1-1,0,0.8688361644744873,Mid
ENTRE-0-1-2,0,POL S-0-1-1,0,0.8617813587188721,Mid
ENTRE-0-1-2,0,POL S-80-1-1,0,0.8575343489646912,Low
ENTRE-0-1-2,0,SIS-0-1-1,0,0.8517647981643677,Low
ENTRE-0-1-2,0,PH-20-1-1,0,0.8312374949455261,Very Low
ENTRE-0-1-2,0,SOC-0-1-1,0,0.8306844234466553,Very Low
ENTRE-0-1-2,0,PH-30-1-1,0,0.8293040990829468,Very Low
ENTRE-0-1-2,0,PH-0-1-5,0,0.8260263204574585,Very Low
ENTRE-0-1-2,0,R E-0-1-5,1,0.8238164186477661,Very Low
ENTRE-0-1-2,0,INFO-0-1-6,1,0.8142666220664978,Very Low
ENTRE-0-1-2,0,GLITS-0-1-1,0,0.8136982321739197,Very Low
ENTRE-1-1-2,0,ECON-0-1-5,1,0.8461468815803528,Very Low
ENTRE-1-1-2,0,INFO-40-1-6,1,0.8356742262840271,Very Low
ENTRE-1-1-2,0,INFO-10-1-6,1,0.833487868309021,Very Low
ENTRE-1-1-2,0,INFO-30-1-6,1,0.8332027792930603,Very Low
ENTRE-1-1-2,0,STAT-40-1-5,1,0.831190824508667,Very Low
ENTRE-1-1-2,0,INFO-20-1-6,1,0.8304711580276489,Very Low
ENTRE-1-1-2,0,INFO-0-1-6,1,0.8303354382514954,Very Low
ENTRE-1-1-2,0,STAT-0-1-5,1,0.8301132917404175,Very Low
ENTRE-1-1-2,0,R E-0-1-5,1,0.8282912969589233,Very Low
ENTRE-1-1-2,0,SIS-0-1-1,0,0.8274990916252136,Very Low
ENTRE-1-1-2,0,INT EN-0-1-6,1,0.8242171406745911,Very Low
ENTRE-1-1-2,0,POL S-0-1-1,0,0.8112133741378784,Very Low
ENTRE-1-1-2,0,ECO-0-1-1,0,0.8105208277702332,Very Low
ENV E-0-1-6,1,CIV E-0-1-6,1,0.9195219278335572,High
ENV E-0-1-6,1,ENVIR-0-1-1,1,0.8836172223091125,High
ENV E-0-1-6,1,CHEM E-5-1-6,1,0.8791871666908264,Mid
ENV E-0-1-6,1,CHEM E-0-1-6,1,0.8790490031242371,Mid
ENV E-0-1-6,1,ENV H-9-1-5,1,0.8758119940757751,Mid
ENV E-0-1-6,1,M E-5-1-6,1,0.8747416734695435,Mid
ENV E-0-1-6,1,BSE-0-1-5,1,0.8715087175369263,Mid
ENV E-0-1-6,1,BSE-10-1-5,1,0.8693597316741943,Mid
ENV E-0-1-6,1,ESRM-30-1-5,1,0.8655401468276978,Mid
ENV E-0-1-6,1,M E-0-1-6,1,0.8652198910713196,Mid
ENV E-0-1-6,1,M E-60-1-6,1,0.8633266091346741,Mid
ENV E-0-1-6,1,ESRM-0-1-5,1,0.8541907668113708,Low
ENV E-0-1-6,1,BIOEN-0-1-6,1,0.8515872359275818,Low
ENV E-0-1-6,1,CEP-0-1-1,0,0.8467477560043335,Very Low
ENV E-0-1-6,1,ESS-0-1-1,1,0.8450654149055481,Very Low
ENV E-0-1-6,1,INT EN-0-1-5,1,0.84410560131073,Very Low
ENV H-9-1-5,1,PH-20-1-1,0,0.912445068359375,High
ENV H-9-1-5,1,PH-10-1-5,0,0.9107060432434082,High
ENV H-9-1-5,1,PH-30-1-5,0,0.9102855324745178,High
ENV H-9-1-5,1,PH-0-1-5,0,0.9098339676856996,High
ENV H-9-1-5,1,ENV E-0-1-6,1,0.8772026896476746,Mid
ENV H-9-1-5,1,MICRO-0-1-5,1,0.8687208294868469,Mid
ENV H-9-1-5,1,MLS-0-1-6,1,0.8607901930809021,Mid
ENV H-9-1-5,1,BIOL-45-1-5,1,0.8592504262924194,Low
ENV H-9-1-5,1,MED T-0-1-6,1,0.8504855632781982,Low
ENV H-9-1-5,1,ENVIR-0-1-1,1,0.8473420143127441,Low
ENV H-9-1-5,1,FSNH-0-1-1,1,0.8380489945411682,Very Low
ENV H-9-1-5,1,ESRM-0-1-5,1,0.8297023177146912,Very Low
ENV H-9-1-5,1,MARBIO-0-1-5,1,0.8288956880569458,Very Low
ENVIR-0-1-1,1,CEP-0-1-1,0,0.8988486528396606,High
ENVIR-0-1-1,1,ESRM-30-1-5,1,0.8972078561782837,High
ENVIR-0-1-1,1,ESRM-0-1-5,1,0.8915479779243469,High
ENVIR-0-1-1,1,ESRM-20-1-5,1,0.8875340223312378,High
ENVIR-0-1-1,1,ENV E-0-1-6,1,0.8846756815910339,High
ENVIR-0-1-1,1,ECO-0-1-1,0,0.8825773596763611,High
ENVIR-0-1-1,1,ESRM-40-1-5,1,0.8804746866226196,High
ENVIR-0-1-1,1,ESRM-10-1-5,1,0.8758124709129333,Mid
ENVIR-0-1-1,1,GEOG-10-1-1,1,0.8691743016242981,Mid
ENVIR-0-1-1,1,GEOG-0-1-1,1,0.8668673634529114,Mid
ENVIR-0-1-1,1,SIS-0-1-1,0,0.8562169671058655,Low
ENVIR-0-1-1,1,GWSS-0-1-1,0,0.8548974394798279,Low
ENVIR-0-1-1,1,CIV E-0-1-6,1,0.8494006991386414,Low
ENVIR-0-1-1,1,ARCH-0-1-1,0,0.8466653227806091,Very Low
ENVIR-0-1-1,1,SISLA-0-1-1,0,0.8459798693656921,Very Low
ESRM-0-1-5,1,ENVIR-0-1-1,1,0.8923764824867249,High
ESRM-0-1-5,1,GEOG-10-1-1,1,0.8677943348884583,Mid
ESRM-0-1-5,1,ATM S-0-1-5,1,0.8674048781394958,Mid
ESRM-0-1-5,1,ATM S-3-1-5,1,0.8630730509757996,Mid
ESRM-0-1-5,1,MARBIO-0-1-5,1,0.8567681312561035,Low
ESRM-0-1-5,1,ATM S-20-1-5,1,0.8557853102684021,Low
ESRM-0-1-5,1,ENV E-0-1-6,1,0.8542547821998596,Low
ESRM-0-1-5,1,ESS-0-1-1,1,0.8476549983024597,Low
ESRM-0-1-5,1,GEOG-0-1-1,1,0.84559166431427,Very Low
ESRM-0-1-5,1,CEP-0-1-1,0,0.8448245525360107,Very Low
ESRM-0-1-5,1,BSE-0-1-5,1,0.8407211303710938,Very Low
ESRM-0-1-5,1,AFS-0-1-5,1,0.8334179520606995,Very Low
ESRM-0-1-5,1,INT EN-0-1-5,1,0.8244834542274475,Very Low
ESRM-10-1-5,1,L ARCH-0-1-7,0,0.8768081665039062,Mid
ESRM-10-1-5,1,ENVIR-0-1-1,1,0.8766614198684692,Mid
ESRM-10-1-5,1,BIOL-40-1-5,1,0.8522888422012329,Low
ESRM-10-1-5,1,ENV E-0-1-6,1,0.8458356857299805,Very Low
ESRM-10-1-5,1,CEP-0-1-1,0,0.8458167314529419,Very Low
ESRM-10-1-5,1,GEOG-0-1-1,1,0.8320975303649902,Very Low
ESRM-10-1-5,1,BIOL-45-1-5,1,0.8304853439331055,Very Low
ESRM-10-1-5,1,BSE-0-1-5,1,0.8289469480514526,Very Low
ESRM-10-1-5,1,GEOG-10-1-1,1,0.8266010880470276,Very Low
ESRM-10-1-5,1,BSE-10-1-5,1,0.8222675919532776,Very Low
